Connection Accepted: /127.0.0.13:12345

tiempo 1709094173100  tiempo 2 709097756400duration 3583300
tiempo 1709102026500  tiempo 2 709105470300duration 3443800
tiempo 1709107377600  tiempo 2 709110783900duration 3406300
tiempo 1709190334600  tiempo 2 709194280700duration 3946100
tiempo 1709196418400  tiempo 2 709200270700duration 3852300
tiempo 1709204841600  tiempo 2 709208698400duration 3856800
tiempo 1709210822200  tiempo 2 709214613700duration 3791500
tiempo 1709219038800  tiempo 2 709222470500duration 3431700
tiempo 1709226221600  tiempo 2 709232208100duration 5986500
tiempo 1709236131500  tiempo 2 709239471900duration 3340400
tiempo 1709241346200  tiempo 2 709244801000duration 3454800
tiempo 1709263383700  tiempo 2 709266700500duration 3316800
tiempo 1709268618700  tiempo 2 709272130500duration 3511800
tiempo 1709277027100  tiempo 2 709281279800duration 4252700
tiempo 1709286621100  tiempo 2 709291523100duration 4902000
tiempo 1709296152600  tiempo 2 709299608100duration 3455500
tiempo 1709303660700  tiempo 2 709307524100duration 3863400
tiempo 1709311571000  tiempo 2 709314905200duration 3334200
tiempo 1709319594700  tiempo 2 709323750400duration 4155700
tiempo 1709325751000  tiempo 2 709372526000duration 46775000
tiempo 1709381991000  tiempo 2 709387705100duration 5714100
tiempo 1709393071600  tiempo 2 709396971300duration 3899700
tiempo 1709401152700  tiempo 2 709404451300duration 3298600
tiempo 1709408378200  tiempo 2 709412582600duration 4204400
tiempo 1709417550500  tiempo 2 709421584100duration 4033600
tiempo 1709423584300  tiempo 2 709428621100duration 5036800
tiempo 1709430834400  tiempo 2 709434421900duration 3587500
tiempo 1709436272900  tiempo 2 709439767500duration 3494600
tiempo 1709441655800  tiempo 2 709445177200duration 3521400
tiempo 1709449841700  tiempo 2 709453364600duration 3522900
tiempo 1709457528900  tiempo 2 709461055200duration 3526300
tiempo 1709465113600  tiempo 2 709468458500duration 3344900
tiempo 1709472384700  tiempo 2 709475803800duration 3419100
tiempo 1709479764200  tiempo 2 709483141300duration 3377100
tiempo 1709487109200  tiempo 2 709490542200duration 3433000
tiempo 1709494541200  tiempo 2 709497921900duration 3380700
tiempo 1709501932400  tiempo 2 709505316300duration 3383900
tiempo 1709509469000  tiempo 2 709513835200duration 4366200
tiempo 1709518913400  tiempo 2 709522873300duration 3959900
tiempo 1709524781400  tiempo 2 709528205100duration 3423700
tiempo 1709530003600  tiempo 2 709533501900duration 3498300
tiempo 1709543611500  tiempo 2 709546887200duration 3275700
tiempo 1709551678400  tiempo 2 709560323600duration 8645200
tiempo 1709564772800  tiempo 2 709568123400duration 3350600
tiempo 1709569895500  tiempo 2 709573292700duration 3397200
tiempo 1709577321900  tiempo 2 709580852600duration 3530700
tiempo 1709585988400  tiempo 2 709589992900duration 4004500
tiempo 1709591925500  tiempo 2 709595424600duration 3499100
tiempo 1709597206200  tiempo 2 709600625100duration 3418900
